Carimbo de data/hora;NOME, APELIDO, OU NÚMERO (PARA CONTROLE INTERNO);1-	QUAL A SUA IDADE?;2-	QUAL O SEU SEXO?;3-	QUAL A SUA CIDADE E ESTADO?;4-	QUAL A SUA ESCOLARIDADE?;5-	QUAL A SUA PROFISSÃO/OCUPAÇÃO?;6-	VOCÊ PENSA NA FOFOCA COMO UMA COISA: ;7-	QUANDO A FOFOCA É A SEU RESPEITO, VOCÊ ACHA ISSO:;8-	PARA VOCÊ, O QUE É A FOFOCA? (ESCREVA UMA DEFINIÇÃO) ;9-    É POSSÍVEL VIVER SEM FOFOCAR?;10-	VOCÊ FOFOCA: ;11- PARA VOCÊ O QUE É UM(A) FOFOQUEIRO(A)?;12-	VOCÊ SE ACHA FOFOQUEIRO(A)?;13-	VOCÊ ACHA QUE (MORALMENTE) SER FOFOQUEIRO É:;14 - QUEM VOCÊ ACHA QUE FOFOCA MAIS?;15 - EM QUAL IDADE SE FOFOCA MAIS ? (marque no máximo 2);16-	VOCÊ CONHECE PESSOALMENTE UMA PESSOA FOFOQUEIRA?;17- VOCÊ ACHA QUE O QUE SE FALA NA FOFOCA É SEMPRE NEGATIVO?;18-	QUAIS TEMAS VOCÊ ACHA MAIS FREQUENTES NA FOFOCA? (MARQUE TODAS QUE SE APLICAM);19-	QUE TEMA(S) TE INTERESSA(M) MAIS EM UMA FOFOCA?;20- VOCÊ JÁ APRENDEU ALGO QUE PUDESSE USAR PARA A SUA VIDA NUMA FOFOCA? SE SIM, O QUÊ?;21-	VOCÊ CONHECE ALGUM CASO INTERESSANTE DE FOFOCA? GOSTARIA DE CONTÁ-LO RESUMIDAMENTE? (não precisa dar nomes);22-	O QUE VOCÊ ACHA QUE NÃO É ASSUNTO DE FOFOCA?OU O QUE NÃO É FOFOCA?;23-	ONDE AS PESSOAS FOFOCAM MAIS (em que lugares ou situações)?;24- MARQUE AS OPÇÕES QUE VOCÊ ACHA RELACIONADAS À FOFOCA: (quantas quiser);25-	VOCÊ CONHECE ALGUMA FOFOCA QUE AJUDOU ALGUÉM?;26-	VOCÊ CONHECE ALGUMA FOFOCA QUE PREJUDICOU ALGUÉM? ;27-	VOCÊ JÁ FOI PREJUDICADO(A) POR UMA FOFOCA NEGATIVA? ;28- VOCÊ JÁ PREJUDICOU ALGUÉM COM UMA FOFOCA NEGATIVA?;29- O QUE VOCÊ SENTE QUANDO FAZ (CONTA) UMA FOFOCA?;30- O QUE VOCÊ SENTE QUANDO OUVE UMA FOFOCA?;31-	O QUE VOCÊ FAZ OU SENTE QUANDO CHEGA ATÉ VOCÊ FOFOCA SOBRE UMA PESSOA QUE É SUA AMIGA OU PARENTE QUERIDO?;32- VOCÊ ACHA QUE TAMBÉM SE PODE FOFOCAR POR ESCRITO OU PELA INTERNET? SE SIM, COMO ACHA QUE MAIS SE FOFOCA HOJE EM DIA (PELA FALA PRESENCIAL OU PELA INTERNET)?;33-	 CONHECE ALGUM TERMO DIFERENTE, CURIOSO OU REGIONAL PARA DIZER “FOFOCA” OU “FOFOQUEIRO” QUE NÃO TENHA SIDO MENCIONADO AQUI? SE SIM, QUAL (QUAIS)?
11/9/2019 23:35:22;038;24;MASCULINO;ITABORAÍ - RJ;PÓS-GRADUAÇÃO - MESTRADO;SERVIDOR PÚBLICO FEDERAL;RUIM/NEGATIVA;RUIM;COMENTÁRIOS MALDOSOS SOBRE ALGUÉM QUE FEREM A HONRA OU O DECORO DE UMA PESSOA.;NÃO SEI;POUCO;UMA PESSOA QUE CONSTANTEMENTE FALA DA VIDA DAS PESSOAS.;NÃO;RUIM;MULHERES;ADULTOS, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;NÃO ME INTERESSA FOFOCA, MAS NO TRABALHO É PRECISO ESTAR ATENTO AO QUE ESTÁ SENDO FALADO.;ACREDITO QUE SIM, MAS NÃO ME RECORDO DE NADA ESPECÍFICO.;SIM, MAS NÃO GOSTARIA DE CONTAR PORQUE OS EFEITOS FORAM MUITO NEGATIVOS. aCONTECEU NA IGREJA QUANDO OFENDERAM/DIVULGARAM QUE O PASTOR ERA DONO DE UMA BOATE LGBT.;ACHO QUE TUDO PODE SER ASSUNTO.;TRABALHO E IGREJA.;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, CONFUSÃO, INTIMIDADE, CONSPIRAÇÃO, INIMIZADE, COMPETIÇÃO, TAGARELA, MALÍCIA, MALDADE, FUXICO, MANIPULAÇÃO, PECADO;NÃO;SIM;NÃO;NÃO;MAL ESTAR ;MAL ESTAR;TENTO MINIMIZAR OS EFEITOS NEGATIVOS.;SIM;NÃO
11/9/2019 23:47:06;039;19;MASCULINO;NITERÓI - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;CONVERSAR SOBRE AS AÇÕES DE UMA TERCEIRA PESSOA OU IMPACTO NA VIDA DESSA TERCEIRA.;NÃO;MEDIANAMENTE;PESSOA QUE EXAGERA NA FOFOCA.;NÃO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;VIDA ALHEIA;SIM, INCONCIENTEMENTE. NÃO ME RECORDO. ;...;ASSUNTOS DE TRABALHO;VIDA ALHEIA;BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, AFRONTA, INTIMIDADE, COMPADRIO, TRAIÇÃO, CONSPIRAÇÃO, CUMPLICIDADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, BASTIDORES, INSINUAÇÃO, FUXICO, MANIPULAÇÃO;SIM;SIM;SIM;SIM;NÃO HÁ DIFERENCIAÇÃO, NÃO É ATO ..........................;NADA;CONTO;SIM, INTERNET;NÃO
11/9/2019 23:50:41;040;45;MASCULINO;PORTO ALEGRE - RS;PÓS-GRADUAÇÃO - DOUTORADO;PROFESSOR;RUIM/NEGATIVA;RUIM;UMA INFORMAÇÃO DA VIDA ALHEIA. ;NÃO;MEDIANAMENTE;UMA PESSOA ENXERIDA.;SIM;RUIM;MULHERES;;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO;TRABALHO;INFORMAÇÕES DE AMIGOS/ADVERSÁRIOS.;NÃO;NÃO;NÃO;DISCRIÇÃO, IRONIA, CENSURA, INSINUAÇÃO;SIM;SIM;SIM;NÃO;NADA;NADA;NADA;SIM;SIM , FUXICO
11/9/2019 23:57:03;041;21;FEMININO;RIO DE JANEIRO - RJ;ENSINO SUPERIOR;ESTUDANTE;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;É FALAR SOBRE ALGUÉM OU COMPARTILHAR ALGO DE ALGUÉM SEM ELA ESTAR PRESENTE/ SEM AUTORIZAÇÃO.;SIM;POUCO;É ALGUÉM QUE CONTA ALGO DE ALGUÉM E FALA DE ALGUÉM SEM ELA ESTAR PRESENTE.;NÃO;RUIM;DEPENDE DA SITUAÇÃO;;SIM;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;TENHO TENDÊNCIA A NÃO ABRIR ESPAÇO PARA ISSO.;NÃO QUE EU LEMBRE.;NÃO;O QUE PODE SER CONSIDERADO COMO CONVERSA SOBRE ALGUÉM, COMO FALAR DE ALGUM FEITO DE ALGUÉM.;NÃO SEI;MENTIRA, BOATO, IMPLICÂNCIA, SEGREDO, CONFUSÃO, INTIMIDADE, FAKE NEWS;NÃO;SIM;SIM;SIM;SINTO ALGO RUIM PORQUE SOU CRISTÃ E MINHA BOCA DEVE PROFESSAR COISAS BOAS. ;ME SINTO DA MESMA FORMA QUE FAÇO. (SINTO ALGO RUIM PORQUE SOU CRISTÃ E MINHA BOCA DEVE PROFESSAR COISAS BOAS.);FALO COM A PESSOA (AMIGO/PARENTE);SIM;NÃO
11/10/2019 0:00:44;042;21;MASCULINO;NOVA FRIBURGO - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;É UMA TROCA DE INFORMAÇÕES.;NÃO;POUCO;"UMA PESSOA QUE TROCA ""INFORMAÇÕES"" SOBRE OUTRA PESSOA.";SIM;NORMAL;DEPENDE DA SITUAÇÃO;ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS PARENTES;COISAS RELATIVAS A AMIGOS E PARENTES.;SIM, APRENDI QUE NEM TODA FOFOCA É SAUDÁVEL E QUE ÀS VEZES PODE CAUSAR MAL A ALGUÉM.;NÃO LEMBRO.;VIDA ÍNTIMA E SEGREDOS PESSOAIS.;PRAÇAS , QUINTAL E RODOVIÁRIA.;MENTIRA, BOATO, INVEJA, VINGANÇA, CONFUSÃO, INTIMIDADE, CUMPLICIDADE, AMIZADE, INIMIZADE, INFORMAÇÃO, FAKE NEWS, MANIPULAÇÃO, CONVERSA;;SIM;NÃO;NÃO;ME SINTO MAL;INDIFERENTE;ME SINTO MA, MAS DEPENDENDO DA SITUAÇÃO INDIFERENTE TAMBÉM.;SIM, INTERNET;NÃO, NÃO LEMBRO.
11/10/2019 0:04:30;043;32;FEMININO;MARICÁ - RJ;ENSINO SUPERIOR;MILITAR;RUIM/NEGATIVA;RUIM;ALGUM FATO OUVIDO E CONTADO POR TERCEIROS MUITAS VEZES DE FORMA DISTORCIDA E SOBRE A VIDA ALHEIA.;NÃO SEI;MEDIANAMENTE;PESSOAS QUE CONTAM SOBRE A VIDA ALHEIA CONSTANTEMENTE.;NÃO;RUIM;HOMENS;ADULTOS, IDOSOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, BOATOS, MENTIRAS;NENHUM, NÃO GOSTO.;NÃO;NÃO;ASSUNTOS SOBRE SUA VIDA PARTICULAR E PROFISSIONAL;LUGARES PÚBLICOS;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, INTIMIDADE, COMPETIÇÃO, MALDADE, FAKE NEWS, FUXICO;NÃO;SIM;SIM;SIM;QUE ESTOU ME INTROMETENDO E JULGANDO AÇÃO DE TERCEIROS.;NADA;FALO QUE NÃO QUERO OUVIR.;SIM, FALA PRESENCIAL, INTERNET;NÃO
11/10/2019 0:29:05;Bruno;37;MASCULINO;RIO DE JANEIRO - RJ;PÓS-GRADUAÇÃO - MESTRADO;ESTUDANTE;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Falar especificamente sobre pessoas ou sobre suas ações sem que as mesmas estejam presentes.;SIM;POUCO;Alguém desocupado;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADULTOS, IDOSOS;SIM;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;Evito;;;Falar sobre como se sente em relação a ação do outro. O foco passa a ser na sua capacidade de lidar com outro e não na ação em si.;Situações sociais;BOATO, IMPLICÂNCIA, SEGREDO, DETRAÇÃO, INIMIZADE, COMPETIÇÃO, CONTROLE, CENSURA, MALÍCIA, INSINUAÇÃO, FUXICO, MANIPULAÇÃO, ZOAÇÃO;NÃO;SIM;NÃO;NÃO;Que poderia ter evitado;Desconforto;Desconforto;SIM, FALA PRESENCIAL;
11/10/2019 1:12:57;Argento;38;MASCULINO;RIO DE JANEIRO - RJ;PÓS-GRADUAÇÃO - DOUTORADO;PROFESSOR;RUIM/NEGATIVA;RUIM;Recalque;SIM;POUCO;Alguém que não tem mais o que fazer;NÃO;RUIM;LGBTQs;ADULTOS, IDOSOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Não gosto de fofoca;Sim. A como passar os outros pra trás.;Não conheço;Geralmente assuntos científicos não são assunto de fofoca.Não;No trabalho;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, TRAIÇÃO, CONSPIRAÇÃO, MALÍCIA, BASTIDORES, MALDADE, FAKE NEWS;NÃO;SIM;SIM;NÃO;Não faço;Não passo adiante;Falo com a pessoa;SIM, INTERNET;Não conheço
11/10/2019 8:44:28;Mariana;29;FEMININO;RIO DE JANEIRO - RJ;ENSINO SUPERIOR;Proffesorra/Designer - desempregada;RUIM/NEGATIVA;RUIM;Uma forma de espalhar coisas que não deviam ser ditas e que em sua maioria configuram como mentiras.;SIM;NADA;Uma pessoa que quer saber da vida alheia e comentar sobre com outras pessoas e acaba aumentando o conto;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS, IDOSOS;SIM, MUITAS;SIM;ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS;Não sei;Não ;Não ;Qndo a pessoa avisa que fulano não fez tal coisa por tal motivo,;Copa, restaurantes e em casa;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, INTIMIDADE, CURIOSIDADE, CONSPIRAÇÃO, CUMPLICIDADE, COMPETIÇÃO, CONTROLE, INSINUAÇÃO, FAKE NEWS, MANIPULAÇÃO;NÃO;SIM;SIM;NÃO;Não faço ;Penso q é idiotice ;Fico chateada;FALA PRESENCIAL, INTERNET;
11/10/2019 9:18:49;Jose Silva;31;MASCULINO;RIO DE JANEIRO - RJ;PÓS-GRADUAÇÃO - MESTRADO;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Falar sobre a vida alheia;SIM;POUCO;Pessoa que fala muito sobre a vida alheia. Grande interesse por estórias dos outros.;NÃO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;;Não;Não;;Trabalho;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, SUSSURRO, INIMIZADE, COMPETIÇÃO, TAGARELA, MALÍCIA, FAKE NEWS, FUXICO, COXIXO;SIM;SIM;SIM;NÃO;ajudando alguem;depende do contexto, entendiado ;depende do contexto, posso alerta-lo;SIM, FALA PRESENCIAL, INTERNET;nao
11/10/2019 9:57:28;Gui;40;FEMININO;RIO DE JANEIRO - RJ;;Editora;;;Contar histórias de alguém para outras pessoas sem permissão.;SIM;POUCO;Uma pessoa que divide as historias dos outros compulsivamente, que o assunto é praticamente só falar da vida dos outros.;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM, MUITAS;NÃO;ASSUNTOS DE TRABALHO, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;Reação e atitudes das pessoas envolvidas na história contada na fofoca ;Sim, experiência de vida dos outros ensina a gente a não cometer o mesmo erro.;Nada demais.;Quando uma pessoa está mal, contar isso na intenção de avisar aos outros para ter cuidado ou ajudar a pessoa.;Momentos de lazer.;MENTIRA, BOATO, IMPLICÂNCIA, VINGANÇA, COMPADRIO, CURIOSIDADE, INIMIZADE, COMPETIÇÃO, ESCONDIDO, TAGARELA, BASTIDORES, MALDADE, DIVERSÃO, FAKE NEWS, FUXICO, COXIXO;SIM;SIM;SIM;NÃO;Nada;As vezes constrangimento ;Tento alertar quem faz a fofoca a saber se é verdade e dependendo do teor, não falar nada.;SIM, FALA PRESENCIAL;Nao lembro agora
11/10/2019 10:15:34;Aline;49;FEMININO;RIO DE JANEIRO - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Coordenadora pedagógica;RUIM/NEGATIVA;RUIM;Falar da vida de outra pessoa sem que seja para ela.;SIM;POUCO;Pessoas que transmitem notícias de outros, sem a ciência do outro.;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS;;Não;;;Qualquer lugar é lugar de fofoca... Até o whatsapp.;MENTIRA, BOATO, INVEJA, VINGANÇA, SEGREDO, INTIMIDADE, MALÍCIA, INSINUAÇÃO, FUXICO, ZOAÇÃO;NÃO;SIM;SIM;NÃO;Me sinto péssima, sabendo que estou fazendo algo muito ruim;As vezes acho legal saber, mas em seguida penso que não é saudável.;Tento defender.;INTERNET;Futriqueiro
11/10/2019 10:20:37;Dandara Pinheiro;30;FEMININO;ARARUAMA - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Assistente Social;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;É comentar sobre a vida de outra pessoa. Também entendo que seja se manter informada sobre a vida da outra pessoa. ;NÃO;MEDIANAMENTE;É uma pessoa que quer estar informada sobre a vida dos outros.;SIM;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS;Fatos ocorridos no trabalho, intrigas amorosas, histórias de  parentes.;Sim. Passei à diante uma situação que era sigilosa e perdi a confiança e o carinho de uma pessoa querida.;"Não é um fato e sim uma curiosidade. No meu trabalho todo mundo fala de todo mundo e isso é sabido por todas. Então já temos uma frase que define o nosso grupo que é ""Quem não está vira pauta"".";Não é fofoca quando a pessoa que é o assunto sabe que está sendo mencionada, que o assunto dela está sendo discutido.;No trabalho e em momentos de lazer.;INVEJA, DISCRIÇÃO, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, TAGARELA, BASTIDORES, INSINUAÇÃO, NOVIDADE, DIVERSÃO, INFORMAÇÃO, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO;SIM;SIM;SIM;SIM;Sinto que tenho uma informação importante para passar. Às vezes sinto medo se vejo que falei demais. ;Sinto que tenho o poder da informação. Sou detentora da informação.;Eu ouço e coloco meu ponto de vista, mas não passo a diante.;SIM, FALA PRESENCIAL;"No Rio quando vamos iniciar a fofoca de alerta é comum dizer ""pega a visão!"""
11/10/2019 10:23:28;Bi28;28;FEMININO;RIO DE JANEIRO - RJ;ENSINO SUPERIOR;Produtora Cultural;;;Comentários escondidos de algo/alguém. ;NÃO;MEDIANAMENTE;Alguém que busca fomentar na maior parte do tempo comentários sobre coisas ou pessoas de forma secreta entre muitas pessoas.;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES;Questões de trabalho ;"Não ser ""puxa saco"" de chefe.";Não me lembro.;Fatos públicos.;Trabalho e entre familiares.;BOATO, INVEJA, SEGREDO, IRONIA, CURIOSIDADE, COMPETIÇÃO, ESCONDIDO, BASTIDORES, CONVERSA, COXIXO;SIM;SIM;SIM;SIM;Parte de um grupo.;Parte de um grupo de confiança ;Se for algo negativo explico a situação e a verdade.;SIM, INTERNET;"Não. 
Não. 
Não. 
Não. 
Não. 
Não. 
"
11/10/2019 10:32:17;Rose;44;FEMININO;ARARUAMA - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Assistente social;RUIM/NEGATIVA;RUIM;Falar algo sobre outros sem autorização.;NÃO;MEDIANAMENTE;Quem fala do outro sem o consentimento do mesmo.;SIM;RUIM;DEPENDE DA SITUAÇÃO;ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS, Sexo, relacionamento alheio, ;Não sei;Sim. Uma fofoca pode destruir a vida de uma pessoa.;Não.;;Em qualquer lugar que estejam reunidas;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, INSINUAÇÃO, NOVIDADE, MALDADE, FAKE NEWS, FUXICO, MANIPULAÇÃO, ZOAÇÃO, OCULTAÇÃO, COXIXO;SIM;SIM;SIM;NÃO;;Depende da situação.;Se for mentira, o defenderei. Sendo verdade, procuro emitir minha opinião da forma mais verdadeira possível.;FALA PRESENCIAL;"Fuxico ""fuxiqueiro"" "
11/10/2019 11:19:52;Lívia;37;FEMININO;IGUABA GRANDE - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Assistente Social;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Comentários impróprios;NÃO;MEDIANAMENTE;Alguém que se preocupa com a vida dos outros;SIM;RUIM;MULHERES;ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;A vida de conhecidos;Falar menos sobre a sua própria vidA;Não;Se não nos diz respeito é fofoca;Trabalho;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, TRAIÇÃO, CURIOSIDADE, AMIZADE, INIMIZADE, MALÍCIA, INSINUAÇÃO, MALDADE;NÃO;SIM;SIM;NÃO;Não sei explicar;Curiosidade;Não me sinto bem;SIM, INTERNET;Alcunha
11/10/2019 12:13:50;Karla;29;FEMININO;ARACAJU - SE;ENSINO MÉDIO;Operadora de caixa;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Ato de compartilhar comentários,invenções, sobre pessoas em situações cotidianas ou pessoais para outras pessoas.;NÃO SEI;MEDIANAMENTE;Pessoas que se incomodam mais com a vida alheia do que com a sua própria em determinadas situações.;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS;A vida dos parente;Nao confiar em qualquer pessoa.;No momento ando fora de fofoca rsrsrs;Acredito que qualquer comentário que se faça a respeito de outra pessoa é uma fofoca. Ensinamentos e usar ex de outras pessoas n são fofocas.;Na porta de casa,cozinha e whatsApp;BOATO, INVEJA, IMPLICÂNCIA, SEGREDO, CONFUSÃO, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, ESCONDIDO, TAGARELA, MALÍCIA, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, CONVERSA, ZOAÇÃO, OCULTAÇÃO, PECADO, COXIXO;SIM;SIM;NÃO;NÃO;Normal. ;Perplexa;Eu me retiro da fofoca pra n gerar conflitos.;SIM, INTERNET;Fifi 
11/10/2019 12:32:28;Luiza Fonseca ;29;FEMININO;SÃO PAULO - SP;ENSINO SUPERIOR;Tatuadora;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Pessoas falando de outrem sem a presença deles, geralmente coisas sem fundamento ou comprovação, informações repetidas de terceiros. ;NÃO SEI;POUCO;Pessoa que repassa informações sem menor cuidado de saber a fonte  ;NÃO;NORMAL;DEPENDE DA SITUAÇÃO;ADOLESCENTES, ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Política ;Não confundir ouvir falar com ser testemunha ou acusações. Não transformar fofoca em calúnia.;Meu esposo foi impedido temporariamente até a decisão judicial de ver a filha, pela mãe, por julgamento dela de mim e da nossa relação por fofoca e ciúme. Chegando me acusar de crimes que não cometi, calúnia, e prejudicar além da relação pai e filha e nossa de marido e mulher, meu trabalho. ;Falar é uma coisa, julgar moralmente ou acusar é outra. ;Não sei definir. Da academia ao cenário alternativo, todos fofocam.;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, INTIMIDADE, COMPADRIO, CURIOSIDADE, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, MALÍCIA, INSINUAÇÃO, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, ZOAÇÃO;SIM;SIM;SIM;SIM;Depende do conteúdo. A maioria das vezes faço mais perguntas por curiosidade ou humor. ;Curiosidade. Às vezes curiosidade mórbida ou se é de um desafeto e é negativa, realização interna de algum tipo de vingança.;Pergunto se as pessoas sabem de onde veio isso. Na verdade pergunto no geral. ;SIM, INTERNET;Boca de caçapa
